country,population,total,one_shot,two_shots,three_shots,date,month,year,one_shot_perc,two_shots_perc,three_shots_perc
Brazil,215313504,243733571,152519888,94337578,1643658,2021-10-04,2021-10,2021,0.71,0.44,0.01
Brazil,215313504,245292452,152926450,95257454,1877233,2021-10-05,2021-10,2021,0.71,0.44,0.01
Brazil,215313504,247057054,153310124,96345260,2171857,2021-10-06,2021-10,2021,0.71,0.45,0.01
Brazil,215313504,248820533,153699490,97382944,2509515,2021-10-07,2021-10,2021,0.71,0.45,0.01
Brazil,215313504,250516351,154010913,98464451,2814838,2021-10-08,2021-10,2021,0.72,0.46,0.01
Brazil,215313504,251524115,154181567,99070817,3047975,2021-10-09,2021-10,2021,0.72,0.46,0.01
Brazil,215313504,252149684,154292724,99520881,3116010,2021-10-10,2021-10,2021,0.72,0.46,0.01
Brazil,215313504,253164892,154580496,100085018,3281210,2021-10-11,2021-10,2021,0.72,0.46,0.02
Brazil,215313504,253561158,154693150,100324302,3326730,2021-10-12,2021-10,2021,0.72,0.47,0.02
Brazil,215313504,254426529,154798792,100864092,3545399,2021-10-13,2021-10,2021,0.72,0.47,0.02
Brazil,215313504,256762148,155526988,102264366,3755046,2021-10-14,2021-10,2021,0.72,0.47,0.02
Brazil,215313504,258849471,156015804,103527053,4093579,2021-10-15,2021-10,2021,0.72,0.48,0.02
Brazil,215313504,260157865,156313972,104314315,4320556,2021-10-16,2021-10,2021,0.73,0.48,0.02
Brazil,215313504,260683274,156420266,104630777,4428544,2021-10-17,2021-10,2021,0.73,0.49,0.02
Brazil,215313504,261824131,156558619,105223364,4839664,2021-10-18,2021-10,2021,0.73,0.49,0.02
Brazil,215313504,263569544,156892317,106356335,5137429,2021-10-19,2021-10,2021,0.73,0.49,0.02
Brazil,215313504,265607325,157322792,107582227,5525142,2021-10-20,2021-10,2021,0.73,0.5,0.03
Brazil,215313504,266620080,157475037,108197260,5771569,2021-10-21,2021-10,2021,0.73,0.5,0.03
Brazil,215313504,267964026,157679997,108994434,6117946,2021-10-22,2021-10,2021,0.73,0.51,0.03
Brazil,215313504,268638494,157810514,109422127,6234557,2021-10-23,2021-10,2021,0.73,0.51,0.03
Brazil,215313504,269442502,157986323,109945760,6340977,2021-10-24,2021-10,2021,0.73,0.51,0.03
Brazil,215313504,271861944,158281322,111550520,6864893,2021-10-25,2021-10,2021,0.74,0.52,0.03
Brazil,215313504,273720279,158619663,112584033,7348675,2021-10-26,2021-10,2021,0.74,0.52,0.03
Brazil,215313504,275436454,158890656,113647161,7732904,2021-10-27,2021-10,2021,0.74,0.53,0.04
Brazil,215313504,277057532,159171324,114610870,8109625,2021-10-28,2021-10,2021,0.74,0.53,0.04
Brazil,215313504,278686713,159412919,115562494,8548187,2021-10-29,2021-10,2021,0.74,0.54,0.04
Brazil,215313504,279265141,159518249,115897379,8687173,2021-10-30,2021-10,2021,0.74,0.54,0.04
Brazil,215313504,279666131,159589151,116117550,8798263,2021-10-31,2021-10,2021,0.74,0.54,0.04
Brazil,215313504,279959241,159631476,116288959,8877862,2021-11-01,2021-11,2021,0.74,0.54,0.04
Brazil,215313504,280181200,159667965,116399784,8952577,2021-11-02,2021-11,2021,0.74,0.54,0.04
Brazil,215313504,281228625,159792323,117020085,9256939,2021-11-03,2021-11,2021,0.74,0.54,0.04
Brazil,215313504,282661800,160056071,117929773,9518430,2021-11-04,2021-11,2021,0.74,0.55,0.04
Brazil,215313504,284683953,160333906,119243098,9942921,2021-11-05,2021-11,2021,0.74,0.55,0.05
Brazil,215313504,285378181,160423951,119655284,10135262,2021-11-06,2021-11,2021,0.75,0.56,0.05
Brazil,215313504,285943124,160707880,119901571,10172914,2021-11-07,2021-11,2021,0.75,0.56,0.05
Brazil,215313504,287531811,160971992,120880423,10547189,2021-11-08,2021-11,2021,0.75,0.56,0.05
Brazil,215313504,288956195,161179478,121738604,10886116,2021-11-09,2021-11,2021,0.75,0.57,0.05
Brazil,215313504,290429521,161412780,122635903,11230958,2021-11-10,2021-11,2021,0.75,0.57,0.05
Brazil,215313504,292021210,161690791,123598784,11584564,2021-11-11,2021-11,2021,0.75,0.57,0.05
Brazil,215313504,293253508,161743151,124416550,11947900,2021-11-12,2021-11,2021,0.75,0.58,0.06
Brazil,215313504,293936446,161814220,124872035,12105575,2021-11-13,2021-11,2021,0.75,0.58,0.06
Brazil,215313504,294339583,161908494,125123667,12162832,2021-11-14,2021-11,2021,0.75,0.58,0.06
Brazil,215313504,294928227,161973124,125467475,12343281,2021-11-15,2021-11,2021,0.75,0.58,0.06
Brazil,215313504,295624622,162028086,125915845,12537109,2021-11-16,2021-11,2021,0.75,0.58,0.06
Brazil,215313504,297253230,162257537,126961439,12891623,2021-11-17,2021-11,2021,0.75,0.59,0.06
Brazil,215313504,298447729,162397679,127639599,13268488,2021-11-18,2021-11,2021,0.75,0.59,0.06
Brazil,215313504,299734733,162554502,128377050,13665714,2021-11-19,2021-11,2021,0.75,0.6,0.06
Brazil,215313504,300573489,162688776,128851409,13896415,2021-11-20,2021-11,2021,0.76,0.6,0.06
Brazil,215313504,301182753,162812584,129200205,14033709,2021-11-21,2021-11,2021,0.76,0.6,0.07
Brazil,215313504,302331069,162957786,129832016,14406374,2021-11-22,2021-11,2021,0.76,0.6,0.07
Brazil,215313504,303515430,163108526,130530871,14741803,2021-11-23,2021-11,2021,0.76,0.61,0.07
Brazil,215313504,304659197,163216460,131215922,15093083,2021-11-24,2021-11,2021,0.76,0.61,0.07
Brazil,215313504,305503188,163342820,131709249,15316348,2021-11-25,2021-11,2021,0.76,0.61,0.07
Brazil,215313504,306741882,163546806,132395866,15662595,2021-11-26,2021-11,2021,0.76,0.61,0.07
Brazil,215313504,307205318,163607249,132667094,15794900,2021-11-27,2021-11,2021,0.76,0.62,0.07
Brazil,215313504,307583387,163684746,132895365,15889956,2021-11-28,2021-11,2021,0.76,0.62,0.07
Brazil,215313504,307817825,163706613,133029594,15967140,2021-11-29,2021-11,2021,0.76,0.62,0.07
Brazil,215313504,309486607,163926497,133911230,16537956,2021-11-30,2021-11,2021,0.76,0.62,0.08
Brazil,215313504,310770495,164159539,134636857,16866381,2021-12-01,2021-12,2021,0.76,0.63,0.08
Brazil,215313504,311950389,164290464,135324508,17229559,2021-12-02,2021-12,2021,0.76,0.63,0.08
Brazil,215313504,313665030,164457496,136438552,17665501,2021-12-03,2021-12,2021,0.76,0.63,0.08
Brazil,215313504,314450780,164543599,136830588,17974402,2021-12-04,2021-12,2021,0.76,0.64,0.08
Brazil,215313504,314612221,164589731,136905306,18014777,2021-12-05,2021-12,2021,0.76,0.64,0.08
Brazil,215313504,315518302,164604790,137355248,18457123,2021-12-06,2021-12,2021,0.76,0.64,0.09
Brazil,215313504,316677030,164711745,137905915,18958874,2021-12-07,2021-12,2021,0.76,0.64,0.09
Brazil,215313504,317474217,164800426,138249795,19322836,2021-12-08,2021-12,2021,0.77,0.64,0.09
Brazil,215313504,318799260,164914808,138924356,19859727,2021-12-09,2021-12,2021,0.77,0.65,0.09
Brazil,215313504,319739095,164914808,139320682,20304256,2021-12-10,2021-12,2021,0.77,0.65,0.09
Brazil,215313504,319980117,164914808,139389518,20456996,2021-12-11,2021-12,2021,0.77,0.65,0.1
Brazil,215313504,320112450,164914808,139421689,20544800,2021-12-12,2021-12,2021,0.77,0.65,0.1
Brazil,215313504,320737938,164914808,139783903,20966748,2021-12-13,2021-12,2021,0.77,0.65,0.1
Brazil,215313504,321601407,164933940,140151965,21417495,2021-12-14,2021-12,2021,0.77,0.65,0.1
Brazil,215313504,322902290,165135181,140902990,21767091,2021-12-15,2021-12,2021,0.77,0.65,0.1
Brazil,215313504,323831095,165279022,141175069,22280659,2021-12-16,2021-12,2021,0.77,0.66,0.1
Brazil,215313504,324589549,165393977,141411665,22689115,2021-12-17,2021-12,2021,0.77,0.66,0.11
Brazil,215313504,324798686,165409165,141474540,22820476,2021-12-18,2021-12,2021,0.77,0.66,0.11
Brazil,215313504,324846680,165417886,141488098,22846232,2021-12-19,2021-12,2021,0.77,0.66,0.11
Brazil,215313504,325593485,165471288,141702263,23326643,2021-12-20,2021-12,2021,0.77,0.66,0.11
Brazil,215313504,326335565,165554570,141915573,23775890,2021-12-21,2021-12,2021,0.77,0.66,0.11
Brazil,215313504,327562756,165836442,142378728,24268862,2021-12-22,2021-12,2021,0.77,0.66,0.11
Brazil,215313504,328473878,165894312,142378728,24687765,2021-12-23,2021-12,2021,0.77,0.66,0.11
Brazil,215313504,328473878,165894312,142378728,24687765,2021-12-24,2021-12,2021,0.77,0.66,0.11
Brazil,215313504,328473878,165894312,142378728,24687765,2021-12-25,2021-12,2021,0.77,0.66,0.11
Brazil,215313504,328473878,165894312,142378728,24687765,2021-12-26,2021-12,2021,0.77,0.66,0.11
Brazil,215313504,329011365,165952037,142764283,25218893,2021-12-27,2021-12,2021,0.77,0.66,0.12
Brazil,215313504,329861730,166062249,142965728,25758909,2021-12-28,2021-12,2021,0.77,0.66,0.12
Brazil,215313504,330718457,166143380,143282084,26219623,2021-12-29,2021-12,2021,0.77,0.67,0.12
Brazil,215313504,331164041,166185628,143398692,26507937,2021-12-30,2021-12,2021,0.77,0.67,0.12
Brazil,215313504,331273910,166195505,143436012,26571077,2021-12-31,2021-12,2021,0.77,0.67,0.12
Brazil,215313504,331292259,166199307,143441284,26580353,2022-01-01,2022-01,2022,0.77,0.67,0.12
Brazil,215313504,331335826,166206716,143462401,26595450,2022-01-02,2022-01,2022,0.77,0.67,0.12
Brazil,215313504,332076818,166320650,143723393,27021302,2022-01-03,2022-01,2022,0.77,0.67,0.13
Brazil,215313504,332903332,166426973,143762375,27644424,2022-01-04,2022-01,2022,0.77,0.67,0.13
Brazil,215313504,333627875,166475764,143877220,28208100,2022-01-05,2022-01,2022,0.77,0.67,0.13
Brazil,215313504,333627875,166475764,143877220,28208100,2022-01-06,2022-01,2022,0.77,0.67,0.13
Brazil,215313504,333627875,166475764,143877220,28208100,2022-01-07,2022-01,2022,0.77,0.67,0.13
Brazil,215313504,333627875,166475764,143877220,28208100,2022-01-08,2022-01,2022,0.77,0.67,0.13
Brazil,215313504,335742922,166618516,144380523,29681866,2022-01-09,2022-01,2022,0.77,0.67,0.14
Brazil,215313504,336825920,166713275,144723824,30328376,2022-01-10,2022-01,2022,0.77,0.67,0.14
Brazil,215313504,337655171,166769657,144866950,30964122,2022-01-11,2022-01,2022,0.77,0.67,0.14
Brazil,215313504,338386118,166772188,145005051,31555580,2022-01-12,2022-01,2022,0.77,0.67,0.15
Brazil,215313504,339257036,166833338,145252463,32119256,2022-01-13,2022-01,2022,0.77,0.67,0.15
Brazil,215313504,339988963,166870347,145379254,32689339,2022-01-14,2022-01,2022,0.78,0.68,0.15
Brazil,215313504,340281915,166909237,145459361,32865633,2022-01-15,2022-01,2022,0.78,0.68,0.15
Brazil,215313504,343352666,167093156,146291728,34925304,2022-01-16,2022-01,2022,0.78,0.68,0.16
Brazil,215313504,347329271,167330250,147223765,37734662,2022-01-17,2022-01,2022,0.78,0.68,0.18
Brazil,215313504,348164653,167385859,147536850,38204173,2022-01-18,2022-01,2022,0.78,0.69,0.18
Brazil,215313504,349495232,167547304,147737978,39175254,2022-01-19,2022-01,2022,0.78,0.69,0.18
Brazil,215313504,350629268,167751970,148043971,39815665,2022-01-20,2022-01,2022,0.78,0.69,0.18
Brazil,215313504,351485976,167875050,148225622,40368648,2022-01-21,2022-01,2022,0.78,0.69,0.19
Brazil,215313504,352744905,168014778,148534163,41179575,2022-01-22,2022-01,2022,0.78,0.69,0.19
Brazil,215313504,352952210,168090877,148571660,41273385,2022-01-23,2022-01,2022,0.78,0.69,0.19
Brazil,215313504,354878131,168341120,148929430,42592544,2022-01-24,2022-01,2022,0.78,0.69,0.2
Brazil,215313504,355987219,168546490,149165531,43260640,2022-01-25,2022-01,2022,0.78,0.69,0.2
Brazil,215313504,357132990,168921071,149273731,43930017,2022-01-26,2022-01,2022,0.78,0.69,0.2
Brazil,215313504,358789930,169261105,149542396,44986684,2022-01-27,2022-01,2022,0.79,0.69,0.21
Brazil,215313504,360492730,169619416,149714068,46174206,2022-01-28,2022-01,2022,0.79,0.7,0.21
Brazil,215313504,361165196,169825847,149779557,46576117,2022-01-29,2022-01,2022,0.79,0.7,0.22
Brazil,215313504,361309679,169865538,149793528,46667050,2022-01-30,2022-01,2022,0.79,0.7,0.22
Brazil,215313504,362503209,170322125,149930855,47268419,2022-01-31,2022-01,2022,0.79,0.7,0.22
Brazil,215313504,363827251,170599221,150040841,48206588,2022-02-01,2022-02,2022,0.79,0.7,0.22
Brazil,215313504,365113872,170911850,150259405,48964197,2022-02-02,2022-02,2022,0.79,0.7,0.23
Brazil,215313504,366488450,171219037,150497414,49796615,2022-02-03,2022-02,2022,0.8,0.7,0.23
Brazil,215313504,367778211,171783306,150682483,50350832,2022-02-04,2022-02,2022,0.8,0.7,0.23
Brazil,215313504,368572365,172107474,150764876,50739982,2022-02-05,2022-02,2022,0.8,0.7,0.24
Brazil,215313504,369521071,172186641,150868539,51506685,2022-02-06,2022-02,2022,0.8,0.7,0.24
Brazil,215313504,370659862,172652514,150995915,52053080,2022-02-07,2022-02,2022,0.8,0.7,0.24
Brazil,215313504,371840433,172885945,151169160,52827090,2022-02-08,2022-02,2022,0.8,0.7,0.25
Brazil,215313504,373331749,172995877,151496825,53864593,2022-02-09,2022-02,2022,0.8,0.7,0.25
Brazil,215313504,375028165,173402815,151866862,54786812,2022-02-10,2022-02,2022,0.81,0.71,0.25
Brazil,215313504,376813738,173901090,152092266,55852904,2022-02-11,2022-02,2022,0.81,0.71,0.26
Brazil,215313504,377626315,174117725,152194707,56346995,2022-02-12,2022-02,2022,0.81,0.71,0.26
Brazil,215313504,378011196,174214439,152338804,56491813,2022-02-13,2022-02,2022,0.81,0.71,0.26
Brazil,215313504,378917750,174420792,152482989,57031422,2022-02-14,2022-02,2022,0.81,0.71,0.26
Brazil,215313504,379776348,174665423,152576040,57563050,2022-02-15,2022-02,2022,0.81,0.71,0.27
Brazil,215313504,380878261,174949012,152751771,58207145,2022-02-16,2022-02,2022,0.81,0.71,0.27
Brazil,215313504,382196732,175209007,152934928,59085282,2022-02-17,2022-02,2022,0.81,0.71,0.27
Brazil,215313504,384112607,175933938,153259174,59954912,2022-02-18,2022-02,2022,0.82,0.71,0.28
Brazil,215313504,385030790,176141497,153450986,60474794,2022-02-19,2022-02,2022,0.82,0.71,0.28
Brazil,215313504,385406305,176222268,153503892,60718386,2022-02-20,2022-02,2022,0.82,0.71,0.28
Brazil,215313504,386298288,176406587,153654205,61279432,2022-02-21,2022-02,2022,0.82,0.71,0.28
Brazil,215313504,387226162,176625569,153776069,61867668,2022-02-22,2022-02,2022,0.82,0.71,0.29
Brazil,215313504,388306875,176920320,154064354,62367146,2022-02-23,2022-02,2022,0.82,0.72,0.29
Brazil,215313504,389748374,177174489,154310603,63304898,2022-02-24,2022-02,2022,0.82,0.72,0.29
Brazil,215313504,391253145,177448925,154573852,64282472,2022-02-25,2022-02,2022,0.82,0.72,0.3
Brazil,215313504,391785022,177544796,154668487,64624776,2022-02-26,2022-02,2022,0.82,0.72,0.3
Brazil,215313504,391970436,177579708,154719004,64725099,2022-02-27,2022-02,2022,0.82,0.72,0.3
Brazil,215313504,392763634,177742258,155044552,65031675,2022-02-28,2022-02,2022,0.83,0.72,0.3
Brazil,215313504,392925626,177836868,155071690,65073212,2022-03-01,2022-03,2022,0.83,0.72,0.3
Brazil,215313504,392925626,177836868,155071690,65073212,2022-03-02,2022-03,2022,0.83,0.72,0.3
Brazil,215313504,394111796,177987744,155380086,65802661,2022-03-03,2022-03,2022,0.83,0.72,0.31
Brazil,215313504,394812859,178113009,155569412,66190014,2022-03-04,2022-03,2022,0.83,0.72,0.31
Brazil,215313504,395464826,178203894,155711613,66609966,2022-03-05,2022-03,2022,0.83,0.72,0.31
Brazil,215313504,395658972,178245534,155740455,66734054,2022-03-06,2022-03,2022,0.83,0.72,0.31
Brazil,215313504,396537303,178366451,155930535,67303447,2022-03-07,2022-03,2022,0.83,0.72,0.31
Brazil,215313504,397386286,178486274,156114741,67849960,2022-03-08,2022-03,2022,0.83,0.73,0.32
Brazil,215313504,398449118,178657742,156339809,68529303,2022-03-09,2022-03,2022,0.83,0.73,0.32
Brazil,215313504,400536072,179288492,157250835,69072506,2022-03-10,2022-03,2022,0.83,0.73,0.32
Brazil,215313504,401272006,179411783,157418571,69520035,2022-03-11,2022-03,2022,0.83,0.73,0.32
Brazil,215313504,402357624,179715577,157623243,70098817,2022-03-12,2022-03,2022,0.83,0.73,0.33
Brazil,215313504,402573315,179754579,157662860,70236716,2022-03-13,2022-03,2022,0.83,0.73,0.33
Brazil,215313504,403286505,179853602,157830125,70685742,2022-03-14,2022-03,2022,0.84,0.73,0.33
Brazil,215313504,403856898,179913614,157992526,71035349,2022-03-15,2022-03,2022,0.84,0.73,0.33
Brazil,215313504,404885141,180005705,158245106,71727611,2022-03-16,2022-03,2022,0.84,0.73,0.33
Brazil,215313504,405634648,180093699,158439105,72198007,2022-03-17,2022-03,2022,0.84,0.74,0.34
Brazil,215313504,406685448,180265232,158682962,72838901,2022-03-18,2022-03,2022,0.84,0.74,0.34
Brazil,215313504,407274462,180341198,158832351,73204533,2022-03-19,2022-03,2022,0.84,0.74,0.34
Brazil,215313504,407435784,180360121,158863543,73315989,2022-03-20,2022-03,2022,0.84,0.74,0.34
Brazil,215313504,408348030,180469257,159101357,73883571,2022-03-21,2022-03,2022,0.84,0.74,0.34
Brazil,215313504,408961974,180523619,159240417,74304721,2022-03-22,2022-03,2022,0.84,0.74,0.35
Brazil,215313504,409606978,180592464,159388079,74734058,2022-03-23,2022-03,2022,0.84,0.74,0.35
Brazil,215313504,410175836,180653782,159513421,75117268,2022-03-24,2022-03,2022,0.84,0.74,0.35
Brazil,215313504,410860641,180726798,159673499,75570590,2022-03-25,2022-03,2022,0.84,0.74,0.35
Brazil,215313504,411116197,180757995,159756178,75715420,2022-03-26,2022-03,2022,0.84,0.74,0.35
Brazil,215313504,411548202,180800024,159842858,76020080,2022-03-27,2022-03,2022,0.84,0.74,0.35
Brazil,215313504,412177025,180881628,160008924,76412684,2022-03-28,2022-03,2022,0.84,0.74,0.35
Brazil,215313504,413559595,181078067,160272858,77336806,2022-03-29,2022-03,2022,0.84,0.74,0.36
Brazil,215313504,414606124,181174361,160525435,78038061,2022-03-30,2022-03,2022,0.84,0.75,0.36
Brazil,215313504,415350921,181233281,160706753,78545054,2022-03-31,2022-03,2022,0.84,0.75,0.36
Brazil,215313504,415350921,181233281,160706753,78545054,2022-04-01,2022-04,2022,0.84,0.75,0.36
Brazil,215313504,415350921,181233281,160706753,78545054,2022-04-02,2022-04,2022,0.84,0.75,0.36
Brazil,215313504,416625503,181342972,161015556,79407896,2022-04-03,2022-04,2022,0.84,0.75,0.37
Brazil,215313504,417150367,181374540,161109802,79808443,2022-04-04,2022-04,2022,0.84,0.75,0.37
Brazil,215313504,418081276,181451944,161296449,80480994,2022-04-05,2022-04,2022,0.84,0.75,0.37
Brazil,215313504,418988804,181544315,161485597,81135417,2022-04-06,2022-04,2022,0.84,0.75,0.38
Brazil,215313504,419669076,181596648,161634006,81617827,2022-04-07,2022-04,2022,0.84,0.75,0.38
Brazil,215313504,420411074,181652995,161802142,82140278,2022-04-08,2022-04,2022,0.84,0.75,0.38
Brazil,215313504,420841281,181687021,161882738,82460566,2022-04-09,2022-04,2022,0.84,0.75,0.38
Brazil,215313504,421028480,181702093,161924220,82594423,2022-04-10,2022-04,2022,0.84,0.75,0.38
Brazil,215313504,421634418,181755180,162079967,82993482,2022-04-11,2022-04,2022,0.84,0.75,0.39
Brazil,215313504,422368139,181810164,162237061,83518646,2022-04-12,2022-04,2022,0.84,0.75,0.39
Brazil,215313504,422804515,181841381,162328262,83836874,2022-04-13,2022-04,2022,0.84,0.75,0.39
Brazil,215313504,423594585,181894974,162490311,84414525,2022-04-14,2022-04,2022,0.84,0.75,0.39
Brazil,215313504,423594585,181894974,162490311,84414525,2022-04-15,2022-04,2022,0.84,0.75,0.39
Brazil,215313504,423594585,181894974,162490311,84414525,2022-04-16,2022-04,2022,0.84,0.75,0.39
Brazil,215313504,424058492,181975535,162589368,84700482,2022-04-17,2022-04,2022,0.85,0.76,0.39
Brazil,215313504,424403120,182010643,162689883,84910442,2022-04-18,2022-04,2022,0.85,0.76,0.39
Brazil,215313504,425301193,182287352,162888301,85336548,2022-04-19,2022-04,2022,0.85,0.76,0.4
Brazil,215313504,426002158,182324186,163106069,85785089,2022-04-20,2022-04,2022,0.85,0.76,0.4
Brazil,215313504,426445178,182365678,163228941,86064638,2022-04-21,2022-04,2022,0.85,0.76,0.4
Brazil,215313504,426445178,182365678,163228941,86064638,2022-04-22,2022-04,2022,0.85,0.76,0.4
Brazil,215313504,426683997,182395741,163322265,86180459,2022-04-23,2022-04,2022,0.85,0.76,0.4
Brazil,215313504,426686042,182395817,163322557,86182146,2022-04-24,2022-04,2022,0.85,0.76,0.4
Brazil,215313504,426987455,182426996,163400967,86375300,2022-04-25,2022-04,2022,0.85,0.76,0.4
Brazil,215313504,427262945,182455170,163481925,86543564,2022-04-26,2022-04,2022,0.85,0.76,0.4
Brazil,215313504,428179278,182519774,163675729,87204205,2022-04-27,2022-04,2022,0.85,0.76,0.41
Brazil,215313504,428748714,182563727,163815874,87591331,2022-04-28,2022-04,2022,0.85,0.76,0.41
Brazil,215313504,429202399,182599066,163923507,87903408,2022-04-29,2022-04,2022,0.85,0.76,0.41
Brazil,215313504,429202399,182599066,163923507,87903408,2022-04-30,2022-04,2022,0.85,0.76,0.41
Brazil,215313504,429613287,182623313,163989684,88224899,2022-05-01,2022-05,2022,0.85,0.76,0.41
Brazil,215313504,430000411,182665767,164101615,88458624,2022-05-02,2022-05,2022,0.85,0.76,0.41
Brazil,215313504,430435333,182707626,164217813,88736521,2022-05-03,2022-05,2022,0.85,0.76,0.41
Brazil,215313504,430951275,182778371,164385393,89015754,2022-05-04,2022-05,2022,0.85,0.76,0.41
Brazil,215313504,431278922,182800351,164464910,89242341,2022-05-05,2022-05,2022,0.85,0.76,0.41
Brazil,215313504,431859321,182850462,164564155,89674756,2022-05-06,2022-05,2022,0.85,0.76,0.42
Brazil,215313504,432025086,182860122,164594075,89801425,2022-05-07,2022-05,2022,0.85,0.76,0.42
Brazil,215313504,432134475,182871051,164611407,89882749,2022-05-08,2022-05,2022,0.85,0.76,0.42
Brazil,215313504,432354816,182895357,164655881,90034922,2022-05-09,2022-05,2022,0.85,0.76,0.42
Brazil,215313504,432639345,182912971,164719113,90239407,2022-05-10,2022-05,2022,0.85,0.77,0.42
Brazil,215313504,434019486,183059675,165033358,91160592,2022-05-11,2022-05,2022,0.85,0.77,0.42
Brazil,215313504,435017274,183119662,165122240,92022577,2022-05-12,2022-05,2022,0.85,0.77,0.43
Brazil,215313504,435185477,183131850,165160304,92140991,2022-05-13,2022-05,2022,0.85,0.77,0.43
Brazil,215313504,435226309,183134052,165170618,92169363,2022-05-14,2022-05,2022,0.85,0.77,0.43
Brazil,215313504,435243423,183135100,165173312,92182749,2022-05-15,2022-05,2022,0.85,0.77,0.43
Brazil,215313504,435312095,183142928,165182832,92236350,2022-05-16,2022-05,2022,0.85,0.77,0.43
Brazil,215313504,435312095,183142928,165182832,92236350,2022-05-17,2022-05,2022,0.85,0.77,0.43
Brazil,215313504,436276886,183205522,165396479,92931571,2022-05-18,2022-05,2022,0.85,0.77,0.43
Brazil,215313504,436936651,183241820,165448319,93504050,2022-05-19,2022-05,2022,0.85,0.77,0.43
